index,value,is_one,rolling_density_ones
1415,2,0,0.5
1416,1,1,0.5
1417,1,1,0.505
1418,2,0,0.5
1419,1,1,0.505
1420,2,0,0.505
1421,2,0,0.5
1422,1,1,0.505
1423,2,0,0.5
1424,1,1,0.5
1425,1,1,0.505
1426,2,0,0.505
1427,2,0,0.5
1428,1,1,0.505
1429,2,0,0.505
1430,2,0,0.5
1431,1,1,0.505
1432,2,0,0.5
1433,1,1,0.5
1434,1,1,0.505
1435,2,0,0.5
1436,1,1,0.505
1437,1,1,0.51
1438,2,0,0.505
1439,2,0,0.5
1440,1,1,0.505
1441,2,0,0.5
1442,2,0,0.495
1443,1,1,0.5
1444,1,1,0.505
1445,2,0,0.5
1446,1,1,0.505
1447,2,0,0.5
1448,2,0,0.495
1449,1,1,0.5
1450,2,0,0.495
1451,1,1,0.495
1452,1,1,0.5
1453,2,0,0.5
1454,1,1,0.5
1455,1,1,0.505
1456,2,0,0.505
1457,2,0,0.5
1458,1,1,0.505
1459,2,0,0.5
1460,1,1,0.5
1461,1,1,0.505
1462,2,0,0.5
1463,1,1,0.505
1464,2,0,0.505
1465,2,0,0.5
1466,1,1,0.5
1467,1,1,0.505
1468,2,0,0.5
1469,1,1,0.5
1470,1,1,0.505
1471,2,0,0.5
1472,1,1,0.505
1473,2,0,0.505
1474,2,0,0.5
1475,1,1,0.505
1476,2,0,0.505
1477,2,0,0.5
1478,1,1,0.5
1479,1,1,0.505
1480,2,0,0.5
1481,1,1,0.505
1482,1,1,0.51
1483,2,0,0.505
1484,2,0,0.505
1485,1,1,0.505
1486,2,0,0.5
1487,1,1,0.505
1488,1,1,0.51
1489,2,0,0.505
1490,1,1,0.51
1491,2,0,0.51
1492,2,0,0.505
1493,1,1,0.505
1494,1,1,0.51
1495,2,0,0.505
1496,1,1,0.505
1497,1,1,0.51
1498,2,0,0.505
1499,1,1,0.51
1500,2,0,0.51
1501,2,0,0.505
1502,1,1,0.51
1503,2,0,0.51
1504,1,1,0.51
1505,1,1,0.51
1506,2,0,0.51
1507,2,0,0.505
1508,1,1,0.51
1509,2,0,0.51
1510,2,0,0.505
1511,1,1,0.51
1512,1,1,0.51
1513,2,0,0.505
1514,1,1,0.51
1515,1,1,0.51
1516,2,0,0.505
1517,1,1,0.51
1518,2,0,0.51
1519,2,0,0.505
1520,1,1,0.51
1521,1,1,0.515
1522,2,0,0.51
1523,1,1,0.51
1524,1,1,0.515
1525,2,0,0.51
1526,2,0,0.51
1527,1,1,0.515
1528,2,0,0.51
1529,1,1,0.515
1530,1,1,0.52
1531,2,0,0.515
1532,1,1,0.515
1533,1,1,0.52
1534,2,0,0.515
1535,2,0,0.51
1536,1,1,0.515
1537,2,0,0.51
1538,2,0,0.51
1539,1,1,0.515
1540,2,0,0.51
1541,1,1,0.51
1542,1,1,0.515
1543,2,0,0.51
1544,1,1,0.51
1545,2,0,0.51
1546,2,0,0.51
1547,1,1,0.51
1548,1,1,0.515
1549,2,0,0.51
1550,1,1,0.51
1551,1,1,0.515
1552,2,0,0.51
1553,1,1,0.515
1554,2,0,0.515
1555,2,0,0.51
1556,1,1,0.515
1557,2,0,0.515
1558,2,0,0.51
1559,1,1,0.51
1560,1,1,0.515
1561,2,0,0.51
1562,1,1,0.51
1563,2,0,0.51
1564,2,0,0.51
1565,1,1,0.51
1566,2,0,0.51
1567,1,1,0.51
1568,1,1,0.51
1569,2,0,0.51
1570,1,1,0.51
1571,1,1,0.51
1572,2,0,0.51
1573,2,0,0.51
1574,1,1,0.51
1575,2,0,0.51
1576,2,0,0.51
1577,1,1,0.51
1578,2,0,0.51
1579,1,1,0.51
1580,1,1,0.51
1581,2,0,0.51
1582,2,0,0.505
1583,1,1,0.51
1584,2,0,0.51
1585,2,0,0.505
1586,1,1,0.505
1587,1,1,0.51
1588,2,0,0.505
1589,1,1,0.505
1590,2,0,0.505
1591,2,0,0.505
1592,1,1,0.505
1593,2,0,0.505
1594,2,0,0.5
1595,1,1,0.5
1596,1,1,0.505
1597,2,0,0.5
1598,1,1,0.5
1599,1,1,0.505
1600,2,0,0.505
1601,2,0,0.5
1602,1,1,0.505
1603,2,0,0.505
1604,1,1,0.505
1605,1,1,0.51
1606,2,0,0.505
1607,1,1,0.505
1608,2,0,0.505
1609,2,0,0.505
1610,1,1,0.505
1611,2,0,0.505
1612,2,0,0.505
1613,1,1,0.505
1614,1,1,0.505
1615,2,0,0.505
1616,1,1,0.505
1617,2,0,0.5
1618,2,0,0.5
1619,1,1,0.5
1620,2,0,0.5
1621,1,1,0.505
1622,1,1,0.505
1623,2,0,0.505
1624,2,0,0.5
1625,1,1,0.5
1626,2,0,0.5
1627,2,0,0.5
1628,1,1,0.5
1629,1,1,0.505
1630,2,0,0.505
1631,1,1,0.505
1632,1,1,0.51
1633,2,0,0.505
1634,1,1,0.505
1635,2,0,0.505
1636,2,0,0.5
1637,1,1,0.5
1638,2,0,0.5
1639,2,0,0.5
1640,1,1,0.5
1641,1,1,0.505
1642,2,0,0.505
1643,1,1,0.505
1644,2,0,0.5
1645,2,0,0.5
1646,1,1,0.5
1647,2,0,0.5
1648,1,1,0.505
1649,1,1,0.505
1650,2,0,0.505
1651,1,1,0.505
1652,1,1,0.505
1653,2,0,0.505
1654,2,0,0.5
1655,1,1,0.5
1656,2,0,0.5
1657,2,0,0.5
1658,1,1,0.5
1659,1,1,0.505
1660,2,0,0.5
1661,1,1,0.5
1662,2,0,0.5
1663,2,0,0.495
1664,1,1,0.5
1665,2,0,0.5
1666,1,1,0.5
1667,1,1,0.5
1668,2,0,0.5
1669,2,0,0.495
1670,1,1,0.495
1671,2,0,0.495
1672,2,0,0.49
1673,1,1,0.495
1674,2,0,0.495
1675,1,1,0.495
1676,1,1,0.5
1677,2,0,0.5
1678,1,1,0.5
1679,1,1,0.5
1680,2,0,0.5
1681,2,0,0.495
1682,1,1,0.495
1683,2,0,0.495
1684,1,1,0.5
1685,1,1,0.5
1686,2,0,0.5
1687,1,1,0.5
1688,2,0,0.495
1689,2,0,0.495
1690,1,1,0.495
1691,2,0,0.495
1692,2,0,0.495
1693,1,1,0.495
1694,1,1,0.495
1695,2,0,0.495
1696,1,1,0.495
1697,1,1,0.495
1698,2,0,0.495
1699,2,0,0.49
1700,1,1,0.495
1701,2,0,0.495
1702,1,1,0.495
1703,1,1,0.5
1704,2,0,0.495
1705,1,1,0.495
1706,1,1,0.5
1707,2,0,0.5
1708,2,0,0.495
1709,1,1,0.5
1710,2,0,0.5
1711,2,0,0.495
1712,1,1,0.495
1713,2,0,0.495
1714,1,1,0.495
1715,1,1,0.495
1716,2,0,0.495
1717,1,1,0.495
1718,2,0,0.495
1719,2,0,0.495
1720,1,1,0.495
1721,1,1,0.495
1722,2,0,0.495
1723,1,1,0.495
1724,1,1,0.495
1725,2,0,0.495
1726,2,0,0.495
1727,1,1,0.495
1728,2,0,0.495
1729,2,0,0.49
1730,1,1,0.49
1731,2,0,0.49
1732,1,1,0.49
1733,1,1,0.49
1734,2,0,0.49
1735,2,0,0.49
1736,1,1,0.49
1737,2,0,0.49
1738,2,0,0.49
1739,1,1,0.49
1740,1,1,0.495
1741,2,0,0.49
1742,1,1,0.49
1743,2,0,0.49
1744,2,0,0.485
1745,1,1,0.49
1746,2,0,0.49
1747,2,0,0.485
1748,1,1,0.485
1749,1,1,0.49
1750,2,0,0.485
1751,1,1,0.485
1752,1,1,0.49
1753,2,0,0.485
1754,1,1,0.49
1755,2,0,0.49
1756,2,0,0.485
1757,1,1,0.49
1758,2,0,0.49
1759,1,1,0.49
1760,1,1,0.49
1761,2,0,0.49
1762,2,0,0.485
1763,1,1,0.49
1764,2,0,0.49
1765,2,0,0.485
1766,1,1,0.49
1767,2,0,0.485
1768,1,1,0.485
1769,1,1,0.49
1770,2,0,0.485
1771,1,1,0.485
1772,1,1,0.49
1773,2,0,0.49
1774,2,0,0.485
1775,1,1,0.49
1776,2,0,0.49
1777,1,1,0.49
1778,1,1,0.495
1779,2,0,0.49
1780,1,1,0.49
1781,2,0,0.49
1782,2,0,0.49
1783,1,1,0.49
1784,2,0,0.49
1785,2,0,0.49
1786,1,1,0.49
1787,1,1,0.49
1788,2,0,0.49
1789,1,1,0.49
1790,1,1,0.495
1791,2,0,0.495
1792,1,1,0.495
1793,2,0,0.495
1794,2,0,0.495
1795,1,1,0.495
1796,1,1,0.495
1797,2,0,0.495
1798,1,1,0.495
1799,1,1,0.495
1800,2,0,0.495
1801,2,0,0.495
1802,1,1,0.495
1803,2,0,0.495
1804,1,1,0.495
1805,1,1,0.495
1806,2,0,0.495
1807,1,1,0.495
1808,2,0,0.495
1809,2,0,0.495
1810,1,1,0.495
1811,2,0,0.495
1812,2,0,0.495
1813,1,1,0.495
1814,1,1,0.495
1815,2,0,0.495
1816,1,1,0.495
1817,1,1,0.5
1818,2,0,0.5
1819,2,0,0.495
1820,1,1,0.5
1821,2,0,0.495
1822,1,1,0.495
1823,1,1,0.5
1824,2,0,0.5
1825,1,1,0.5
1826,1,1,0.505
1827,2,0,0.505
1828,2,0,0.5
1829,1,1,0.5
1830,2,0,0.5
1831,2,0,0.495
1832,1,1,0.495
1833,2,0,0.495
1834,1,1,0.495
1835,1,1,0.5
1836,2,0,0.5
1837,2,0,0.495
1838,1,1,0.5
1839,2,0,0.5
1840,2,0,0.495
1841,1,1,0.495
1842,1,1,0.5
1843,2,0,0.495
1844,1,1,0.5
1845,1,1,0.505
1846,2,0,0.5
1847,1,1,0.505
1848,2,0,0.5
1849,2,0,0.495
1850,1,1,0.5
1851,2,0,0.495
1852,2,0,0.49
1853,1,1,0.495
1854,1,1,0.5
1855,2,0,0.495
1856,1,1,0.5
1857,2,0,0.5
1858,2,0,0.495
1859,1,1,0.495
1860,2,0,0.495
1861,1,1,0.495
1862,1,1,0.5
1863,2,0,0.5
1864,2,0,0.495
1865,1,1,0.5
1866,2,0,0.495
1867,2,0,0.49
1868,1,1,0.495
1869,2,0,0.495
1870,1,1,0.495
1871,1,1,0.5
1872,2,0,0.5
1873,1,1,0.5
1874,2,0,0.5
1875,2,0,0.495
1876,1,1,0.495
1877,1,1,0.5
1878,2,0,0.495
1879,1,1,0.495
1880,1,1,0.5
1881,2,0,0.5
1882,2,0,0.495
1883,1,1,0.5
1884,2,0,0.495
1885,2,0,0.49
1886,1,1,0.495
1887,2,0,0.49
1888,1,1,0.495
1889,1,1,0.5
1890,2,0,0.495
1891,1,1,0.5
1892,1,1,0.505
1893,2,0,0.5
1894,2,0,0.495
1895,1,1,0.5
1896,2,0,0.495
1897,1,1,0.495
1898,1,1,0.5
1899,2,0,0.5
1900,1,1,0.5
1901,2,0,0.5
1902,2,0,0.495
1903,1,1,0.495
1904,2,0,0.495
1905,2,0,0.49
1906,1,1,0.49
1907,1,1,0.495
1908,2,0,0.495
1909,1,1,0.495
1910,1,1,0.5
1911,2,0,0.5
1912,2,0,0.495
1913,1,1,0.5
1914,2,0,0.495
1915,1,1,0.495
1916,1,1,0.5
1917,2,0,0.495
1918,1,1,0.5
1919,1,1,0.505
1920,2,0,0.5
1921,2,0,0.495
1922,1,1,0.5
1923,2,0,0.495
1924,2,0,0.49
1925,1,1,0.495
1926,2,0,0.495
1927,1,1,0.495
1928,1,1,0.5
1929,2,0,0.5
1930,2,0,0.495
1931,1,1,0.5
1932,2,0,0.495
1933,2,0,0.49
1934,1,1,0.495
1935,1,1,0.5
1936,2,0,0.495
1937,1,1,0.5
1938,2,0,0.5
1939,2,0,0.495
1940,1,1,0.495
1941,2,0,0.495
1942,1,1,0.495
1943,1,1,0.5
1944,2,0,0.5
1945,1,1,0.5
1946,1,1,0.505
1947,2,0,0.505
1948,2,0,0.5
1949,1,1,0.5
1950,2,0,0.5
1951,2,0,0.495
1952,1,1,0.495
1953,1,1,0.5
1954,2,0,0.495
1955,1,1,0.5
1956,2,0,0.5
1957,2,0,0.495
1958,1,1,0.5
1959,2,0,0.495
1960,2,0,0.49
1961,1,1,0.495
1962,1,1,0.5
1963,2,0,0.495
1964,1,1,0.5
1965,1,1,0.505
1966,2,0,0.5
1967,1,1,0.505
1968,2,0,0.5
1969,2,0,0.495
1970,1,1,0.5
1971,2,0,0.495
1972,1,1,0.495
1973,1,1,0.5
1974,2,0,0.5
1975,2,0,0.495
1976,1,1,0.5
1977,2,0,0.495
1978,2,0,0.49
1979,1,1,0.495
1980,1,1,0.495
1981,2,0,0.495
1982,1,1,0.5
1983,2,0,0.495
1984,2,0,0.495
1985,1,1,0.5
1986,2,0,0.495
1987,2,0,0.49
1988,1,1,0.495
1989,1,1,0.495
1990,2,0,0.49
1991,1,1,0.495
1992,1,1,0.495
1993,2,0,0.495
1994,2,0,0.495
1995,1,1,0.495
1996,2,0,0.49
1997,1,1,0.495
1998,1,1,0.495
1999,2,0,0.49
2000,1,1,0.495
2001,2,0,0.495
2002,2,0,0.49
2003,1,1,0.495
2004,2,0,0.49
2005,2,0,0.485
2006,1,1,0.49
2007,1,1,0.49
2008,2,0,0.49
2009,1,1,0.495
2010,2,0,0.49
2011,2,0,0.49
2012,1,1,0.495
2013,2,0,0.49
2014,1,1,0.49
2015,1,1,0.495
2016,2,0,0.49
2017,2,0,0.485
2018,1,1,0.49
2019,2,0,0.49
2020,2,0,0.485
2021,1,1,0.49
2022,2,0,0.485
2023,1,1,0.485
2024,1,1,0.49
2025,2,0,0.485
2026,1,1,0.485
2027,1,1,0.49
2028,2,0,0.49
2029,2,0,0.485
2030,1,1,0.49
2031,2,0,0.49
2032,2,0,0.485
2033,1,1,0.49
2034,1,1,0.49
2035,2,0,0.485
2036,1,1,0.49
2037,2,0,0.49
2038,2,0,0.485
2039,1,1,0.49
2040,2,0,0.49
2041,1,1,0.49
2042,1,1,0.49
2043,2,0,0.49
2044,2,0,0.485
2045,1,1,0.485
2046,2,0,0.485
2047,2,0,0.48
2048,1,1,0.485
2049,2,0,0.485
2050,1,1,0.485
2051,1,1,0.49
2052,2,0,0.49
2053,1,1,0.49
2054,2,0,0.485
2055,2,0,0.485
2056,1,1,0.485
2057,1,1,0.49
2058,2,0,0.49
2059,1,1,0.49
2060,1,1,0.495
2061,2,0,0.49
2062,2,0,0.485
2063,1,1,0.49
2064,2,0,0.49
2065,2,0,0.485
2066,1,1,0.49
2067,2,0,0.49
2068,1,1,0.49
2069,1,1,0.495
2070,2,0,0.49
2071,1,1,0.49
2072,1,1,0.495
2073,2,0,0.49
2074,2,0,0.49
2075,1,1,0.495
2076,2,0,0.49
2077,1,1,0.49
2078,1,1,0.495
2079,2,0,0.49
2080,1,1,0.49
2081,2,0,0.49
2082,2,0,0.49
2083,1,1,0.49
2084,1,1,0.495
2085,2,0,0.495
2086,1,1,0.495
2087,1,1,0.5
2088,2,0,0.495
2089,1,1,0.495
2090,2,0,0.495
2091,2,0,0.49
2092,1,1,0.49
2093,2,0,0.49
2094,1,1,0.495
2095,1,1,0.495
2096,2,0,0.495
2097,2,0,0.49
2098,1,1,0.49
2099,2,0,0.49
2100,2,0,0.485
2101,1,1,0.49
2102,1,1,0.495
2103,2,0,0.49
2104,1,1,0.495
2105,1,1,0.5
2106,2,0,0.495
2107,1,1,0.495
2108,2,0,0.495
2109,2,0,0.49
2110,1,1,0.49
2111,1,1,0.495
2112,2,0,0.495
2113,1,1,0.495
2114,1,1,0.5
2115,2,0,0.495
2116,2,0,0.49
2117,1,1,0.495
2118,2,0,0.49
2119,1,1,0.49
2120,1,1,0.495
2121,2,0,0.495
2122,1,1,0.495
2123,2,0,0.495
2124,2,0,0.495
2125,1,1,0.495
2126,2,0,0.495
2127,2,0,0.49
2128,1,1,0.49
2129,1,1,0.495
2130,2,0,0.495
2131,1,1,0.495
2132,1,1,0.5
2133,2,0,0.5
2134,1,1,0.5
2135,2,0,0.495
2136,2,0,0.495
2137,1,1,0.495
2138,1,1,0.5
2139,2,0,0.5
2140,1,1,0.5
2141,1,1,0.505
2142,2,0,0.5
2143,2,0,0.495
2144,1,1,0.5
2145,2,0,0.495
2146,2,0,0.49
2147,1,1,0.495
2148,2,0,0.495
2149,1,1,0.495
2150,1,1,0.5
2151,2,0,0.5
2152,1,1,0.5
2153,2,0,0.495
2154,2,0,0.495
2155,1,1,0.495
2156,1,1,0.5
2157,2,0,0.5
2158,1,1,0.5
2159,1,1,0.505
2160,2,0,0.505
2161,2,0,0.5
2162,1,1,0.5
2163,2,0,0.5
2164,1,1,0.5
2165,1,1,0.5
2166,2,0,0.5
2167,1,1,0.5
2168,1,1,0.505
2169,2,0,0.505
2170,2,0,0.5
2171,1,1,0.505
2172,2,0,0.5
2173,2,0,0.495
2174,1,1,0.5
2175,2,0,0.5
2176,1,1,0.5
2177,1,1,0.505
2178,2,0,0.505
2179,1,1,0.505
2180,2,0,0.5
2181,2,0,0.5
2182,1,1,0.5
2183,1,1,0.505
2184,2,0,0.505
2185,1,1,0.505
2186,1,1,0.51
2187,2,0,0.51
2188,1,1,0.51
2189,2,0,0.505
2190,2,0,0.505
2191,1,1,0.505
2192,2,0,0.5
2193,2,0,0.5
2194,1,1,0.505
2195,1,1,0.505
2196,2,0,0.505
2197,1,1,0.505
2198,2,0,0.5
2199,2,0,0.5
2200,1,1,0.5
2201,2,0,0.5
2202,1,1,0.505
2203,1,1,0.505
2204,2,0,0.505
2205,1,1,0.51
2206,1,1,0.51
2207,2,0,0.505
2208,2,0,0.505
2209,1,1,0.505
2210,2,0,0.505
2211,2,0,0.505
2212,1,1,0.505
2213,1,1,0.51
2214,2,0,0.505
2215,1,1,0.505
2216,2,0,0.505
2217,2,0,0.505
2218,1,1,0.505
2219,2,0,0.505
2220,1,1,0.51
2221,1,1,0.51
2222,2,0,0.51
2223,2,0,0.505
2224,1,1,0.505
2225,2,0,0.505
2226,2,0,0.5
2227,1,1,0.5
2228,2,0,0.5
2229,1,1,0.505
2230,1,1,0.505
2231,2,0,0.505
2232,1,1,0.51
2233,1,1,0.51
2234,2,0,0.505
2235,2,0,0.505
2236,1,1,0.505
2237,2,0,0.505
2238,1,1,0.51
2239,1,1,0.51
2240,2,0,0.51
2241,1,1,0.51
2242,2,0,0.505
2243,2,0,0.505
2244,1,1,0.51
2245,2,0,0.505
2246,2,0,0.505
2247,1,1,0.51
2248,1,1,0.51
2249,2,0,0.51
2250,1,1,0.51
2251,1,1,0.51
2252,2,0,0.51
2253,1,1,0.51
2254,2,0,0.51
2255,2,0,0.51
2256,1,1,0.51
2257,1,1,0.51
2258,2,0,0.51
2259,1,1,0.51
2260,1,1,0.51
2261,2,0,0.51
2262,2,0,0.51
2263,1,1,0.51
2264,2,0,0.51
2265,1,1,0.515
2266,1,1,0.515
2267,2,0,0.515
2268,1,1,0.515
2269,2,0,0.51
2270,2,0,0.51
2271,1,1,0.51
2272,2,0,0.505
2273,2,0,0.505
2274,1,1,0.51
2275,1,1,0.51
2276,2,0,0.51
2277,1,1,0.51
2278,2,0,0.505
2279,2,0,0.505
2280,1,1,0.505
2281,2,0,0.505
2282,1,1,0.51
2283,1,1,0.51
2284,2,0,0.505
2285,2,0,0.505
2286,1,1,0.505
2287,2,0,0.5
2288,2,0,0.5
2289,1,1,0.5
2290,2,0,0.5
2291,1,1,0.505
2292,1,1,0.505
2293,2,0,0.505
2294,1,1,0.505
2295,2,0,0.5
2296,2,0,0.5
2297,1,1,0.505
2298,1,1,0.505
2299,2,0,0.505
2300,1,1,0.51
2301,1,1,0.51
2302,2,0,0.505
2303,2,0,0.505
2304,1,1,0.505
2305,2,0,0.5
2306,2,0,0.5
2307,1,1,0.5
2308,2,0,0.5
2309,1,1,0.505
2310,1,1,0.505
2311,2,0,0.5
2312,1,1,0.505
2313,1,1,0.505
2314,2,0,0.5
2315,2,0,0.5
2316,1,1,0.505
2317,2,0,0.5
2318,1,1,0.505
2319,1,1,0.505
2320,2,0,0.5
2321,1,1,0.505
2322,2,0,0.5
2323,2,0,0.5
2324,1,1,0.505
2325,2,0,0.5
2326,2,0,0.5
2327,1,1,0.505
2328,1,1,0.505
2329,2,0,0.5
2330,1,1,0.505
2331,1,1,0.505
2332,2,0,0.5
2333,2,0,0.5
2334,1,1,0.5
2335,2,0,0.5
2336,1,1,0.505
2337,1,1,0.505
2338,2,0,0.5
2339,1,1,0.505
2340,1,1,0.505
2341,2,0,0.5
2342,2,0,0.5
2343,1,1,0.505
2344,2,0,0.5
2345,2,0,0.5
2346,1,1,0.505
2347,2,0,0.5
2348,1,1,0.505
2349,1,1,0.505
2350,2,0,0.5
2351,1,1,0.505
2352,2,0,0.5
2353,2,0,0.5
2354,1,1,0.505
2355,1,1,0.505
2356,2,0,0.5
2357,1,1,0.505
2358,1,1,0.505
2359,2,0,0.5
2360,2,0,0.5
2361,1,1,0.505
2362,2,0,0.5
2363,2,0,0.5
2364,1,1,0.5
2365,2,0,0.495
2366,1,1,0.5
2367,1,1,0.5
2368,2,0,0.495
2369,2,0,0.495
2370,1,1,0.5
2371,2,0,0.495
2372,2,0,0.495
2373,1,1,0.5
2374,1,1,0.5
2375,2,0,0.5
2376,1,1,0.5
2377,2,0,0.495
2378,2,0,0.495
2379,1,1,0.495
2380,2,0,0.495
2381,2,0,0.495
2382,1,1,0.495
2383,1,1,0.495
2384,2,0,0.495
2385,1,1,0.495
2386,1,1,0.495
2387,2,0,0.495
2388,2,0,0.49
2389,1,1,0.495
2390,2,0,0.495
2391,1,1,0.495
2392,1,1,0.5
2393,2,0,0.5
2394,1,1,0.5
2395,2,0,0.495
2396,2,0,0.495
2397,1,1,0.495
2398,1,1,0.5
2399,2,0,0.5
2400,1,1,0.5
2401,1,1,0.505
2402,2,0,0.5
2403,1,1,0.5
2404,2,0,0.5
2405,2,0,0.495
2406,1,1,0.495
2407,2,0,0.495
2408,2,0,0.495
2409,1,1,0.495
2410,1,1,0.5
2411,2,0,0.5
2412,1,1,0.5
2413,1,1,0.5
2414,2,0,0.5
2415,2,0,0.495
2416,1,1,0.5
2417,2,0,0.5
2418,1,1,0.5
2419,1,1,0.505
2420,2,0,0.5
2421,1,1,0.5
2422,1,1,0.505
2423,2,0,0.505
2424,2,0,0.5
2425,1,1,0.505
2426,2,0,0.505
2427,2,0,0.5
2428,1,1,0.505
2429,2,0,0.5
2430,1,1,0.5
2431,1,1,0.505
2432,2,0,0.5
2433,2,0,0.495
2434,1,1,0.5
2435,2,0,0.5
2436,2,0,0.495
2437,1,1,0.5
2438,1,1,0.5
2439,2,0,0.495
2440,1,1,0.5
2441,2,0,0.495
2442,2,0,0.495
2443,1,1,0.5
2444,2,0,0.495
2445,1,1,0.5
2446,1,1,0.505
2447,2,0,0.5
2448,1,1,0.5
2449,1,1,0.505
2450,2,0,0.5
2451,2,0,0.495
2452,1,1,0.5
2453,2,0,0.495
2454,2,0,0.495
2455,1,1,0.5
2456,1,1,0.5
2457,2,0,0.495
2458,1,1,0.5
2459,2,0,0.495
2460,2,0,0.49
2461,1,1,0.495
2462,2,0,0.495
2463,2,0,0.49
2464,1,1,0.495
2465,1,1,0.495
2466,2,0,0.49
2467,1,1,0.495
2468,1,1,0.495
2469,2,0,0.495
2470,1,1,0.5
2471,2,0,0.495
2472,2,0,0.495
2473,1,1,0.5
2474,2,0,0.495
2475,1,1,0.495
2476,1,1,0.5
2477,2,0,0.495
2478,2,0,0.495
2479,1,1,0.5
2480,2,0,0.495
2481,2,0,0.495
2482,1,1,0.495
2483,1,1,0.495
2484,2,0,0.495
2485,1,1,0.5
2486,2,0,0.495
2487,2,0,0.495
2488,1,1,0.5
2489,2,0,0.495
2490,2,0,0.495
2491,1,1,0.495
2492,1,1,0.495
2493,2,0,0.495
2494,1,1,0.495
2495,1,1,0.5
2496,2,0,0.5
2497,1,1,0.5
2498,2,0,0.495
2499,2,0,0.495
2500,1,1,0.495
2501,1,1,0.495
2502,2,0,0.495
2503,1,1,0.5
2504,1,1,0.5
2505,2,0,0.5
2506,2,0,0.5
2507,1,1,0.5
2508,2,0,0.5
2509,2,0,0.495
2510,1,1,0.495
2511,2,0,0.495
2512,1,1,0.495
2513,1,1,0.495
2514,2,0,0.495
2515,1,1,0.5
2516,2,0,0.495
2517,2,0,0.495
2518,1,1,0.495
2519,1,1,0.495
2520,2,0,0.495
2521,1,1,0.495
2522,1,1,0.5
2523,2,0,0.5
2524,1,1,0.5
2525,2,0,0.5
2526,2,0,0.5
2527,1,1,0.5
2528,2,0,0.495
2529,2,0,0.495
2530,1,1,0.495
2531,1,1,0.495
2532,2,0,0.495
2533,1,1,0.5
2534,1,1,0.5
2535,2,0,0.5
2536,2,0,0.495
2537,1,1,0.495
2538,2,0,0.495
2539,1,1,0.495
2540,1,1,0.495
2541,2,0,0.495
2542,1,1,0.5
2543,2,0,0.495
2544,2,0,0.495
2545,1,1,0.5
2546,1,1,0.5
2547,2,0,0.5
2548,1,1,0.5
2549,1,1,0.5
2550,2,0,0.5
2551,1,1,0.5
2552,2,0,0.5
2553,2,0,0.5
2554,1,1,0.5
2555,2,0,0.495
2556,1,1,0.5
2557,1,1,0.5
2558,2,0,0.495
2559,2,0,0.495
2560,1,1,0.5
2561,2,0,0.495
2562,2,0,0.495
2563,1,1,0.5
2564,1,1,0.5
2565,2,0,0.5
2566,1,1,0.5
2567,1,1,0.5
2568,2,0,0.5
2569,1,1,0.505
2570,2,0,0.5
2571,2,0,0.5
2572,1,1,0.505
2573,2,0,0.5
2574,2,0,0.495
2575,1,1,0.5
2576,1,1,0.5
2577,2,0,0.5
2578,1,1,0.505
2579,2,0,0.5
2580,2,0,0.5
2581,1,1,0.505
2582,2,0,0.5
2583,1,1,0.5
2584,1,1,0.505
2585,2,0,0.5
2586,2,0,0.495
2587,1,1,0.5
2588,2,0,0.5
2589,2,0,0.495
2590,1,1,0.5
2591,1,1,0.5
2592,2,0,0.495
2593,1,1,0.5
2594,1,1,0.5
2595,2,0,0.5
2596,1,1,0.505
2597,2,0,0.5
2598,2,0,0.495
2599,1,1,0.5
2600,1,1,0.5
2601,2,0,0.495
2602,1,1,0.5
2603,1,1,0.5
2604,2,0,0.5
2605,2,0,0.5
2606,1,1,0.5
2607,2,0,0.5
2608,1,1,0.505
2609,1,1,0.505
2610,2,0,0.5
2611,1,1,0.505
2612,1,1,0.505
2613,2,0,0.5
2614,2,0,0.5
2615,1,1,0.505
2616,2,0,0.5
2617,2,0,0.5
2618,1,1,0.5
2619,1,1,0.5
2620,2,0,0.5
2621,1,1,0.5
2622,2,0,0.495
2623,2,0,0.495
2624,1,1,0.5
2625,2,0,0.495
2626,1,1,0.5
2627,1,1,0.505
2628,2,0,0.5
2629,1,1,0.505
2630,1,1,0.505
2631,2,0,0.5
2632,2,0,0.5
2633,1,1,0.505
2634,2,0,0.5
2635,2,0,0.5
2636,1,1,0.505
2637,2,0,0.5
2638,1,1,0.5
2639,1,1,0.505
2640,2,0,0.5
2641,2,0,0.5
2642,1,1,0.505
2643,2,0,0.5
2644,2,0,0.5
2645,1,1,0.5
2646,1,1,0.5
2647,2,0,0.5
2648,1,1,0.5
2649,1,1,0.5
2650,2,0,0.5
2651,1,1,0.505
2652,2,0,0.5
2653,2,0,0.5
2654,1,1,0.505
2655,2,0,0.5
2656,1,1,0.5
2657,1,1,0.505
2658,2,0,0.5
2659,2,0,0.5
2660,1,1,0.505
2661,2,0,0.5
2662,2,0,0.5
2663,1,1,0.505
2664,2,0,0.5
2665,1,1,0.5
2666,1,1,0.505
2667,2,0,0.5
2668,1,1,0.5
2669,1,1,0.505
2670,2,0,0.5
2671,2,0,0.5
2672,1,1,0.505
2673,2,0,0.5
2674,2,0,0.5
2675,1,1,0.5
2676,1,1,0.5
2677,2,0,0.5
2678,1,1,0.505
2679,2,0,0.5
2680,2,0,0.5
2681,1,1,0.505
2682,2,0,0.5
2683,1,1,0.5
2684,1,1,0.505
2685,2,0,0.5
